Date,Requests,DataSent
2009-12-13-14,14648405,252246840921
2009-12-13-15,14579769,252573414966
2009-12-13-16,14562611,251214387411
2009-12-13-17,14438093,246943650130
2009-12-13-18,14424659,245386302019
2009-12-13-19,14502285,246273593983
2009-12-13-20,14552630,247673729546
2009-12-13-21,14915080,254606824549
2009-12-13-22,15392296,266187433621
2009-12-13-23,15747421,278514768655
2009-12-14-00,16002782,293389939587
2009-12-14-01,15784658,303776205074
2009-12-14-02,15732250,312223109940
2009-12-14-03,15824213,318635950310
2009-12-14-04,16116583,330098729742
2009-12-14-05,15275067,303159940812
2009-12-14-06,14528631,291123272502
2009-12-14-07,13990958,286928517689
2009-12-14-08,14453305,299279284954
2009-12-14-09,15156027,314862455940
2009-12-14-10,15579171,329637560083
2009-12-14-11,15709775,328957018850
2009-12-14-12,15617504,322676628840
2009-12-14-13,15120772,315575645831
2009-12-14-14,14866749,307972068008
2009-12-14-16,11946778,236008554144
2009-12-14-15,14638476,300572067921
2009-12-14-17,11590928,219994328453
2009-12-14-18,11566735,214269545315
2009-12-14-19,11715542,214549412111
2009-12-14-20,12037488,220411391680
2009-12-14-21,12307050,222306975197
2009-12-14-22,12488108,226685543717
2009-12-14-23,12811676,232349967654
2009-12-15-00,12952781,241171527035
2009-12-15-01,12849485,244488635521
2009-12-15-02,13400531,256696254497
2009-12-15-03,15908833,310725743511
2009-12-15-04,15781457,315401871115
2009-12-15-05,14723483,288095412193
2009-12-15-06,13951216,279566741684
2009-12-15-07,13685155,275878942242
2009-12-15-08,14283179,294106666292
2009-12-15-09,15184167,313720678806
2009-12-15-10,15822851,331105457455
2009-12-15-11,15979365,330672809608
2009-12-15-12,15982556,327646453573
2009-12-15-13,15645970,323409065228
2009-12-15-14,14716693,301540808436
2009-12-15-15,14337401,291610043992
2009-12-15-16,12628619,247261141590
2009-12-15-17,13186749,248204028327
2009-12-15-18,12889151,239176043169
2009-12-15-19,12753217,236092778021
2009-12-15-20,12895766,234788787825
2009-12-15-21,13034573,232647465330
2009-12-15-22,13343354,238266517062
2009-12-15-23,13546501,242712844338
2009-12-16-00,13291885,246095758868
2009-12-16-01,13147401,248056346204
2009-12-16-02,12927334,248252611620
2009-12-16-03,13155907,252366407927
2009-12-16-04,13000846,255352904513
2009-12-16-05,12769464,247042807589
2009-12-16-06,12879295,253586521128
2009-12-16-07,12912787,256160612543
2009-12-16-08,14388435,291107774036
2009-12-16-09,15257211,307944109222
2009-12-16-10,16023053,327128442343
2009-12-16-11,16524292,331543500518
2009-12-16-12,16709148,332265520654
2009-12-16-13,16488039,332429088853
2009-12-16-14,16288142,325050396711
2009-12-16-15,15513327,306973892322
2009-12-16-16,16037217,309525778881
2009-12-16-17,16240828,304400521471
2009-12-16-18,16268225,298583702098
2009-12-16-19,16231950,294278821054
2009-12-16-20,16294838,291711504574
2009-12-16-21,16616571,293115427307
2009-12-16-22,16751541,297497453373
2009-12-16-23,16953309,305031393832
2009-12-17-00,16418285,305415991461
2009-12-17-01,15661373,302346237818
2009-12-17-02,15490340,301696154346
2009-12-17-03,14872742,299269440736
2009-12-17-04,14731478,297272037154
2009-12-17-05,13844434,274293990390
2009-12-17-06,12921321,263043540665
2009-12-17-07,12599161,262797862683
2009-12-17-08,13176375,279075108751
2009-12-17-09,13751028,292200139989
2009-12-17-10,14299448,310226722668
2009-12-17-11,14749759,315165688191
2009-12-17-12,15163554,319414269655
2009-12-17-13,15911447,328624110491
2009-12-17-14,16233645,331339645941
2009-12-17-15,16220901,328902014532
2009-12-17-16,16214961,318063045160
2009-12-17-17,16225719,309040158769
2009-12-17-18,16237805,301026935388
2009-12-17-19,16372718,299632199230
2009-12-17-20,15519084,277992856933
2009-12-17-21,17010902,299458980859
2009-12-17-22,17232908,303292484251
2009-12-17-23,17044963,301429574329
2009-12-18-00,15726916,285043648963
2009-12-18-01,14411101,269017622998
2009-12-18-02,14956053,281015469176
2009-12-18-03,14815297,280472996787
2009-12-18-04,14357333,276307613037
2009-12-18-05,13379094,255005872808
2009-12-18-06,12867571,248007502485
2009-12-18-07,12692918,246302944455
2009-12-18-08,13230792,256971220079
2009-12-18-09,13853015,268905909428
2009-12-18-10,14487591,281014510779
2009-12-18-11,14795355,284705225843
2009-12-18-12,15135413,286064103392
2009-12-18-13,15562117,298234907716
2009-12-18-14,16549180,317153270303
2009-12-18-15,16725416,321023358619
2009-12-18-16,16910988,319873888277
2009-12-18-17,17006107,312322185220
2009-12-18-18,17020298,307685052915
2009-12-18-19,17065481,307604596466
2009-12-18-20,17145114,307852407766
2009-12-18-21,17358196,306765718779
2009-12-18-22,17218370,299889013547
2009-12-18-23,16030784,278411133594
2009-12-19-00,14304630,253042465837
2009-12-19-01,13621383,239510301899
2009-12-19-02,13240217,235290597780
2009-12-19-03,13052208,235914295765
2009-12-19-04,12645745,230790783494
2009-12-19-05,12327424,225556547127
2009-12-19-06,11871132,216988070331
2009-12-19-07,11524826,212985554782
2009-12-19-08,11393518,206929885674
2009-12-19-09,11736497,210659861889
2009-12-19-10,12621855,220502097052
2009-12-19-11,13179641,229984848794
2009-12-19-12,14092482,241072602218
2009-12-19-13,14366855,251686235736
2009-12-19-14,15300785,266053346265
2009-12-19-15,16068728,278315241005
2009-12-19-16,16517637,283440962177
2009-12-19-17,16811319,285693454347
2009-12-19-18,16797273,285014567952
2009-12-19-19,16692822,283976877333
2009-12-19-20,16711321,281617316843
2009-12-19-21,16798966,280354528795
2009-12-19-22,16563995,276064072019
2009-12-19-23,15728184,266664874441
2009-12-20-00,14603918,252372214256
2009-12-20-01,13857176,242566181393
2009-12-20-02,13267688,233484769775
2009-12-20-03,12936465,230455519839
2009-12-20-04,12804091,230478069318
2009-12-20-05,12274626,220807119399
2009-12-20-06,11705527,213491966704
2009-12-20-07,11280973,208130091028
2009-12-20-08,11189908,201727436689
2009-12-20-09,11969131,208271333306
2009-12-20-10,12839730,221207566590
2009-12-20-11,13523795,231905612701
2009-12-20-12,14539002,247222040708
2009-12-20-13,15509118,262081002234
2009-12-20-14,16161734,271556822279
2009-12-20-15,16451880,277347475738
2009-12-20-16,16504320,278111202180
2009-12-20-17,16645002,277683500407
2009-12-20-18,16946099,281808336465
2009-12-20-19,16850067,279019909662
2009-12-20-20,16895601,280125944578
2009-12-20-21,17125661,283689916769
2009-12-20-22,17356107,289805655623
2009-12-20-23,17351361,293594457022
2009-12-21-00,16094573,284618884769
2009-12-21-01,15351965,281414860728
2009-12-21-02,15413718,284901852208
2009-12-21-03,15423617,289866683584
2009-12-21-04,15228185,295238454861
2009-12-21-05,14503059,276472282545
2009-12-21-06,13777863,267561643715
2009-12-21-07,13526218,268053609987
2009-12-21-08,13878168,274142735860
2009-12-21-09,14613125,287077971486
2009-12-21-10,15194390,292888695347
2009-12-21-11,15790423,300209932465
2009-12-21-12,16320741,310885394970
2009-12-21-13,16523335,318027413500
2009-12-21-14,16841949,323130617856
2009-12-21-15,16768962,316719455338
2009-12-21-16,16872885,319462883787
2009-12-21-17,16846811,307919630566
2009-12-21-18,17039347,302471912499
2009-12-21-19,17061419,303207691691
2009-12-21-20,17221571,304496280465
2009-12-21-21,17463385,305158078797
2009-12-21-22,17721906,310172558573
2009-12-21-23,17351387,304662132567
2009-12-22-00,15709607,283343375592
2009-12-22-01,14844536,273934366506
2009-12-22-02,14497313,269799586031
2009-12-22-03,14472073,273515952124
2009-12-22-04,14134204,277337733505
2009-12-22-05,13434291,257007371291
2009-12-22-06,13049904,251750638404
2009-12-22-07,12883324,254037439991
2009-12-22-08,12789561,262398495121
2009-12-22-09,13377133,271990634380
2009-12-22-10,14054393,277891747195
2009-12-22-11,14660799,284974222102
2009-12-22-12,14942594,289272194450
2009-12-22-13,15928148,306764403578
2009-12-22-14,16909346,327138463664
2009-12-22-15,17001049,326832686551
2009-12-22-16,16953565,324943235521
2009-12-22-17,16779890,314165386586
2009-12-22-18,16865806,308624730765
2009-12-22-19,17448155,313191835425
2009-12-22-20,17506225,314432732617
2009-12-22-21,17650260,312693895534
2009-12-22-22,17679529,311858626007
2009-12-22-23,17086754,302947783333
2009-12-23-00,15225860,270799574899
2009-12-23-01,14490089,260691187011
2009-12-23-02,13960277,250086629279
2009-12-23-03,13832905,249379548291
2009-12-23-04,13555263,250433624350
2009-12-23-05,13178435,242180378709
2009-12-23-06,12671046,237074443975
2009-12-23-07,12604524,241846468381
2009-12-23-08,12960557,248088788356
2009-12-23-09,13689591,263028639318
2009-12-23-10,14398894,272883341512
2009-12-23-11,15013059,284638003000
2009-12-23-12,15611436,291576539613
2009-12-23-13,15877198,305175192640
2009-12-23-14,16793608,322819626698
2009-12-23-15,16892350,323833703498
2009-12-23-16,16999876,316755564470
2009-12-23-17,17013625,310421386282
2009-12-23-18,16734878,297845580787
2009-12-23-19,16773328,301951750297
2009-12-23-20,16961698,304791233880
2009-12-23-21,17106883,302831196587
2009-12-23-22,17033133,296759865334
2009-12-23-23,16055312,280633037738
2009-12-24-00,14601666,261109590336
2009-12-24-01,13893348,254473457226
2009-12-24-02,13482672,252139142782
2009-12-24-03,13226099,251691281689
2009-12-24-04,13245346,259090596826
2009-12-24-05,12881802,247330483028
2009-12-24-06,12546125,241545305867
2009-12-24-07,12384318,242410108787
2009-12-24-08,12517917,245267810532
2009-12-24-09,12557941,245033328084
2009-12-24-10,12832425,244398279782
2009-12-24-11,13159597,244316730094
2009-12-24-12,12607530,229870025445
2009-12-24-13,13216463,242350902103
2009-12-24-14,12107044,220799340802
2009-12-24-15,14014315,255153378709
2009-12-24-16,13438343,243018934228
2009-12-24-17,12178640,217690281463
2009-12-24-18,13663376,242999969515
2009-12-24-19,11110683,196954631464
2009-12-24-20,14215033,252376218392
2009-12-24-21,12235242,215995637335
2009-12-24-22,13213543,235096913319
2009-12-24-23,14038550,250214655785
2009-12-25-00,11459459,209817892988
2009-12-25-01,12332823,225290076272
2009-12-25-02,11921976,221380323185
2009-12-25-03,11832828,222998772238
2009-12-25-04,11730858,231125058984
2009-12-25-05,11492967,219541324718
2009-12-25-06,10609494,204661372253
2009-12-25-07,11152499,215306944806
2009-12-25-08,11084289,212332138524
2009-12-25-09,11162471,209209014862
2009-12-25-10,11483001,207413681411
2009-12-25-11,11870808,208056366263
2009-12-25-12,12165485,211515126727
2009-12-25-13,12016011,212605623215
2009-12-25-14,12574576,222704172960
2009-12-25-15,14179830,250046213501
2009-12-25-16,11840469,203509608347
2009-12-25-17,12503033,211555823075
2009-12-25-18,13163405,221094894740
2009-12-25-19,13027534,218289081407
2009-12-25-20,14618299,246521113604
2009-12-25-21,10110988,168776304549
2009-12-25-22,13085141,223644113712
2009-12-25-23,13089903,220849173849
2009-12-26-00,13029891,222975899667
2009-12-26-01,13311210,228104111916
2009-12-26-02,12744876,223883902500
2009-12-26-03,12787804,226215277529
2009-12-26-04,12697587,226249979210
2009-12-26-05,12350909,220580180124
2009-12-26-06,11932631,214049290813
2009-12-26-07,11502427,207620853437
2009-12-26-08,11175386,199067749259
2009-12-26-09,11459724,201635862218
2009-12-26-10,12324527,211137222553
2009-12-26-11,13171640,220678269436
2009-12-26-12,13563442,227730562242
2009-12-26-13,13718643,233735205554
2009-12-26-14,16403155,278583188074
2009-12-26-15,12984677,221133678953
2009-12-26-16,10075703,169719634803
2009-12-26-17,13809000,231619545161
2009-12-26-18,16653278,278382495302
2009-12-26-19,16722064,280553738500
2009-12-26-20,15983115,267899492590
2009-12-26-21,16493747,276828634151
2009-12-26-22,16670156,278847969742
2009-12-26-23,16133165,270627833134
2009-12-27-00,14844908,254117325579
2009-12-27-01,13998913,243146770038
2009-12-27-02,13492355,232945005728
2009-12-27-03,13063821,230943790672
2009-12-27-04,12849955,229396283667
2009-12-27-05,12535148,223547766323
2009-12-27-06,12080072,216600480704
2009-12-27-07,11884624,214086223692
2009-12-27-08,11695379,207891934186
2009-12-27-09,12181166,212533119414
2009-12-27-10,13086188,223686412133
2009-12-27-11,14103346,233783585184
2009-12-27-12,15195054,250529639797
2009-12-27-13,15485047,259830869386
2009-12-27-14,16261815,274868338738
2009-12-27-15,16734585,282193099990
2009-12-27-16,17024920,285702463509
2009-12-27-17,17124749,284072720553
2009-12-27-18,16984544,282228976790
2009-12-27-19,16926610,283310541702
2009-12-27-20,17112678,284851032078
2009-12-27-21,17224006,287252683690
2009-12-27-22,17332135,288857711399
2009-12-27-23,17046308,288917352843
2009-12-28-00,16000931,280012285373
2009-12-28-01,15390623,275307870848
2009-12-28-02,15212487,276811883640
2009-12-28-03,15092307,278920376071
2009-12-28-04,14820172,280894928106
2009-12-28-05,14291699,267159813765
2009-12-28-06,13754032,258814984915
2009-12-28-07,13440852,257197010587
2009-12-28-08,13205426,255293531709
2009-12-28-09,13696225,260350026368
2009-12-28-10,14396204,266529887339
2009-12-28-11,15367284,276597384978
2009-12-28-12,16084503,286037620075
2009-12-28-13,16279362,294073841117
2009-12-28-14,16698403,301924847209
2009-12-28-15,16767131,300741931704
2009-12-28-16,16870392,298050837859
2009-12-28-17,16943825,294637739254
2009-12-28-18,17029197,295073270990
2009-12-28-19,16991996,296614421513
2009-12-28-20,17201680,299684368204
2009-12-28-21,17360781,300479395844
2009-12-28-22,17594130,302948018634
2009-12-28-23,17671418,304587945054
2009-12-29-00,16594850,292053555774
2009-12-29-01,15629818,277731113412
2009-12-29-02,15032622,269123537288
2009-12-29-03,14803641,268201915485
2009-12-29-04,14514872,268145547084
2009-12-29-05,13856376,256158843577
2009-12-29-06,13440858,250257869155
2009-12-29-07,13176204,250426309574
2009-12-29-08,13199274,250140154821
2009-12-29-09,13759833,260023221855
2009-12-29-10,14647815,271566328293
2009-12-29-11,15677370,285394400726
2009-12-29-12,16468243,297144219781
2009-12-29-13,16660571,304886305837
2009-12-29-14,17117320,313679210238
2009-12-29-15,17166788,314305391900
2009-12-29-16,17153289,310031781335
2009-12-29-17,17125430,304001525411
2009-12-29-18,17086701,301037682770
2009-12-29-19,17077335,298787364344
2009-12-29-20,17232828,301645693210
2009-12-29-21,17311423,300874933621
2009-12-29-22,17512990,303226158956
2009-12-29-23,17476200,302532242369
2009-12-30-00,16330575,289053419151
2009-12-30-01,15436931,274244029923
2009-12-30-02,14720402,264099146058
2009-12-30-03,14408339,261527908504
2009-12-30-04,14003349,258628825273
2009-12-30-05,13659401,252624056748
2009-12-30-06,13282349,246478392455
2009-12-30-07,13025698,247199212864
2009-12-30-08,12990852,246801166048
2009-12-30-09,13707609,260303087219
2009-12-30-10,14585931,272929052799
2009-12-30-11,15565812,286980665737
2009-12-30-12,16239821,295311072492
2009-12-30-13,16478416,306199581074
2009-12-30-14,17097912,319358364512
2009-12-30-15,17392866,321379661328
2009-12-30-16,17415416,317000936529
2009-12-30-17,17491725,312579110797
2009-12-30-18,17501485,309767276280
2009-12-30-19,17476156,312466682601
2009-12-30-20,17594383,314177752225
2009-12-30-21,17595471,311486210302
2009-12-30-22,17744038,313013765291
2009-12-30-23,17737943,312290043873
2009-12-31-00,16684235,299213787530
2009-12-31-01,15775191,283787664811
2009-12-31-02,14886647,269775624436
2009-12-31-03,14374666,262061436064
2009-12-31-04,13934994,258098579666
2009-12-31-05,13463277,252606942127
2009-12-31-06,12951479,240724349329
2009-12-31-07,12545114,238724042856
2009-12-31-08,12237558,232529668711
2009-12-31-09,12512829,236955102375
2009-12-31-10,13083355,241587466180
2009-12-31-11,13731120,249547093194
2009-12-31-12,14417477,260251692334
2009-12-31-13,14612995,268880843880
2009-12-31-14,15603253,284638891483
2009-12-31-15,16470778,299213790627
2009-12-31-16,16867962,302900642678
2009-12-31-17,17205683,305292480715
2009-12-31-18,16752259,298361227438
2009-12-31-19,15896295,287811303615
2009-12-31-20,14929387,271261999323
2009-12-31-21,14208841,256944426710
2009-12-31-22,13918080,251272621972
2009-12-31-23,13261831,239014897924
2010-01-01-00,12263709,222477881317
2010-01-01-01,12822787,225644639253
2010-01-01-02,12272491,217515138298
2010-01-01-03,11787663,209452246729
2010-01-01-04,11419124,205205442542
2010-01-01-05,10933930,198068880858
2010-01-01-06,10612780,195214671239
2010-01-01-07,10495237,192651436805
2010-01-01-08,10280201,186919868902
2010-01-01-09,10242470,184821272239
2010-01-01-10,10722710,188372784802
2010-01-01-11,11589687,197945351706
2010-01-01-12,12662851,214464606793
2010-01-01-13,13371169,232366656324
2010-01-01-14,14401587,247451641406
2010-01-01-15,15486928,264124830901
2010-01-01-16,16427827,276214436629
2010-01-01-17,16916109,283123039945
2010-01-01-18,17112780,284448027021
2010-01-01-19,17238637,286235463629
2010-01-01-20,17424954,290750428652
2010-01-01-21,17602835,292762141468
2010-01-01-22,17785177,296783627629
2010-01-01-23,17708463,296423242835
2010-01-02-00,16800822,288561495146
2010-01-02-01,15794608,272222059401
2010-01-02-02,15236548,264679169575
2010-01-02-03,14619109,256347520748
2010-01-02-04,14183642,253377126865
2010-01-02-05,13573449,245475525307
2010-01-02-06,13192198,238893504514
2010-01-02-07,12805810,234477396072
2010-01-02-08,12247966,221695407478
2010-01-02-09,12430849,221576924630
2010-01-02-10,13224402,229540447260
2010-01-02-11,14449790,244043304156
2010-01-02-12,15525068,257591507611
2010-01-02-13,15909881,270140323205
2010-01-02-14,16864016,286157419968
2010-01-02-15,17199110,290199325898
2010-01-02-16,17257701,289762704443
2010-01-02-17,17312232,290225047936
2010-01-02-18,15946732,267690882113
2010-01-02-19,13321011,223751145111
2010-01-02-20,13512192,226917435117
2010-01-02-21,13697715,230876183849
2010-01-02-22,13909962,235506631243
2010-01-02-23,14355861,242219323491
2010-01-03-00,14831041,253363302599
2010-01-03-01,15639128,268938811673
2010-01-03-02,14697706,256666120306
2010-01-03-03,13182818,233149716177
2010-01-03-04,14582911,259257975054
2010-01-03-05,14125549,252304468176
2010-01-03-06,13257771,238535874855
2010-01-03-07,12768369,230024247420
2010-01-03-08,12250494,220109504801
2010-01-03-09,12704019,222337749066
2010-01-03-10,13241904,225626990775
2010-01-03-11,13630620,226525257120
2010-01-03-12,13161935,216991003674
2010-01-03-13,12400704,207068613061
2010-01-03-14,13866617,230877601298
2010-01-03-15,13105330,218314043987
2010-01-03-16,12036505,199872173407
2010-01-03-17,13491415,222740943809
2010-01-03-18,12690817,209838057286
2010-01-03-19,14016954,233079790302
2010-01-03-20,13970530,231308365242
2010-01-03-21,14091029,234385777447
2010-01-03-22,14280005,239894918271
2010-01-03-23,14363106,244379592010
2010-01-04-00,14178986,248960646316
2010-01-04-01,14692057,266583916576
2010-01-04-02,12647789,231075758646
2010-01-04-03,14417125,268173781802
2010-01-04-04,15009415,285724027538
2010-01-04-05,14981191,285694981285
2010-01-04-06,14326444,277674803063
2010-01-04-07,13952227,275313268123
2010-01-04-08,13972799,279160720892
2010-01-04-09,14638454,289898807254
2010-01-04-11,9410284,183000046811
2010-01-04-10,16809807,331026457815
2010-01-04-12,14064346,271727831512
2010-01-04-13,13682249,270402960287
2010-01-04-14,13069866,259240244264
2010-01-04-15,12999398,256675163617
2010-01-04-16,12985939,251413766600
2010-01-04-17,12898557,243037312450
2010-01-04-18,12891821,240030077086
2010-01-04-19,12830435,236660649152
2010-01-04-20,13007501,237384138996
2010-01-04-21,14365380,259091909029
2010-01-04-22,17287694,310242016138
2010-01-04-23,15295764,273932389353
2010-01-05-00,14238771,261581137397
2010-01-05-01,14547555,271144011854
2010-01-05-02,14762757,278625784682
2010-01-05-03,13006613,247575488772
2010-01-05-04,14503648,285957589112
2010-01-05-05,13670266,273087727060
2010-01-05-06,13173728,267559413368
2010-01-05-07,12884961,270680643132
2010-01-05-08,13272838,279856689912
2010-01-05-09,14650908,306832096086
2010-01-05-10,13999391,287415394866
2010-01-05-11,12961649,258988463597
2010-01-05-12,9964465,199463846910
2010-01-05-13,11937206,237524538121
2010-01-05-14,13030940,259814969920
2010-01-05-15,13023937,259079234182
2010-01-05-16,13013603,254718769038
2010-01-05-17,13011895,247710752402
2010-01-05-18,13041616,245656293927
2010-01-05-19,12963391,242898348055
2010-01-05-20,12858372,237061540142
2010-01-05-21,14245531,254726701383
2010-01-05-22,17057318,307083011275
2010-01-05-23,17990312,323705351729
2010-01-06-00,17657146,326841777367
2010-01-06-01,17639884,327087683404
2010-01-06-02,17068600,321462265599
2010-01-06-03,16740203,320109853460
2010-01-06-04,16172668,318989653195
2010-01-06-05,15031524,295771205763
2010-01-06-06,14177911,286358623312
2010-01-06-07,13714840,272987322814
2010-01-06-08,14149757,283168247907
2010-01-06-09,15089132,298590490377
2010-01-06-10,16360134,319066752810
2010-01-06-11,17185018,328972636786
2010-01-06-12,17379132,329797970920
2010-01-06-13,17152097,332528040056
2010-01-06-14,17281358,334879834989
2010-01-06-15,17186288,332789259256
2010-01-06-16,17128947,326547384740
2010-01-06-17,17129909,320595687392
2010-01-06-18,16992076,312534723536
2010-01-06-19,16977257,308184900843
2010-01-06-20,17095873,308176846338
2010-01-06-21,17222033,307812939621
2010-01-06-22,17460119,308847179561
2010-01-06-23,17923166,318141313680
2010-01-07-00,17486480,319358035196
2010-01-07-01,17416710,318900906526
2010-01-07-02,16917282,315657481686
2010-01-07-03,16122175,307772347035
2010-01-07-04,15646223,309703079610
2010-01-07-05,14152469,282041665409
2010-01-07-06,13116842,267935061996
2010-01-07-07,12996831,270602453590
2010-01-07-08,14015775,291247603993
2010-01-07-09,15059240,311053055102
2010-01-07-10,16017127,333463539534
2010-01-07-11,16477112,337788366935
2010-01-07-12,17028404,343617661346
2010-01-07-13,17690002,356464427520
2010-01-07-14,18055029,363336674226
2010-01-07-15,18200768,360715636673
2010-01-07-16,18239308,351722323415
2010-01-07-17,18242687,340404809344
2010-01-07-18,18263486,336057800404
2010-01-07-19,18356715,335132143989
2010-01-07-20,18474679,337504094220
2010-01-07-21,18782167,337054310786
2010-01-07-22,18978534,340847292178
2010-01-07-23,18907718,341675286289
2010-01-08-00,17810000,329813050115
2010-01-08-01,17423814,330498140137
2010-01-08-02,17395269,331460131058
2010-01-08-03,16946623,327704805674
2010-01-08-04,16261352,322508601003
2010-01-08-05,15138236,293849429915
2010-01-08-06,14477108,286841783080
2010-01-08-07,14242939,283408039816
2010-01-08-08,14661052,292082903346
2010-01-08-09,15649503,311226988208
2010-01-08-10,16668432,332827736703
2010-01-08-11,17328236,339534580914
2010-01-08-12,17779920,346047105619
2010-01-08-13,17408421,344682921199
2010-01-08-14,17710699,347356176611
2010-01-08-15,17474574,341704717861
2010-01-08-16,17443459,331369581538
2010-01-08-17,17473948,325042375717
2010-01-08-18,17580537,321420887153
2010-01-08-19,17589328,320931625855
2010-01-08-20,17610180,319420678608
2010-01-08-21,17897697,318824200149
2010-01-08-22,18080890,317229536944
2010-01-08-23,18273908,318190320662
2010-01-09-00,17072885,300192388058
2010-01-09-01,16245952,281025816921
2010-01-09-02,15050833,263650033407
2010-01-09-03,14239525,253856515260
2010-01-09-04,14305971,259286316570
2010-01-09-05,14100905,256282022225
2010-01-09-06,13497430,247115447400
2010-01-09-07,13053789,243406236037
2010-01-09-08,12892517,239540084208
2010-01-09-09,13455293,248479408164
2010-01-09-10,14583736,261707767425
2010-01-09-11,15887308,275392632092
2010-01-09-12,16842404,289544261202
2010-01-09-13,17181722,300300626706
2010-01-09-14,17656991,306434169705
2010-01-09-15,17798021,307904167826
2010-01-09-16,17763164,306240646920
2010-01-09-17,17726726,302114615863
2010-01-09-18,17811410,305035387186
2010-01-09-19,17918376,306913160487
2010-01-09-20,18053786,311001530171
2010-01-09-21,18268360,311678742361
2010-01-09-22,18327442,311475793913
2010-01-09-23,18462633,317170157656
2010-01-10-00,17627723,309285258972
2010-01-10-01,16858580,299196798682
2010-01-10-02,16013003,286752536966
2010-01-10-03,15506625,280978276850
2010-01-10-04,15110073,275748503609
2010-01-10-05,14651898,265095232797
2010-01-10-06,13798616,251261981129
2010-01-10-07,13256894,244272936532
2010-01-10-08,12741207,234742670358
2010-01-10-09,13132879,240475708143
2010-01-10-10,14111721,258041076574
2010-01-10-11,15747806,274965131148
2010-01-10-12,16009300,277417727195
2010-01-10-13,16373565,278855479056
2010-01-10-14,16892727,286689952347
2010-01-10-15,17020886,286002903626
2010-01-10-16,17230824,291320099837
2010-01-10-17,15953164,268534702203
2010-01-10-18,16088457,272667847360
2010-01-10-19,16121458,274113890384
2010-01-10-20,16284792,278137370094
2010-01-10-21,16577256,283698135935
2010-01-10-22,17264904,296441341318
2010-01-10-23,17235980,305203673473
2010-01-11-00,17000168,310476266157
2010-01-11-01,17268899,321885426253
2010-01-11-02,16859736,317449871977
2010-01-11-03,17010423,320828127812
2010-01-11-04,16773325,321422231422
2010-01-11-05,15965193,307207400787
2010-01-11-06,14922718,291840909342
2010-01-11-07,14584788,291224527319
2010-01-11-08,15192917,306624749736
2010-01-11-09,16337702,331144675147
2010-01-11-10,16946330,352169313174
2010-01-11-11,17349559,357304470909
2010-01-11-12,17313126,353453994417
2010-01-11-13,16710249,348000515913
2010-01-11-14,16368541,339591801697
2010-01-11-15,15898526,323365864647
2010-01-11-16,15412991,291770052289
2010-01-11-17,16001542,300423642317
2010-01-11-18,17926479,329211852533
2010-01-11-19,16470234,304999040170
2010-01-11-20,17704850,326445093967
2010-01-11-21,18015510,328199403635
2010-01-11-22,18231849,331931133953
2010-01-11-23,19122085,346029886421
2010-01-12-00,18461196,341995377103
2010-01-12-01,17901589,331700964788
2010-01-12-02,17581686,330510883694
2010-01-12-03,17340006,334069622368
2010-01-12-04,16837344,336251990102
2010-01-12-05,15539998,310158832323
2010-01-12-06,14635705,296386217863
2010-01-12-07,14321870,298003459149
2010-01-12-08,15207855,321058563138
2010-01-12-09,16392675,345609764124
2010-01-12-10,17466628,374769161470
2010-01-12-11,18023337,377756691286
2010-01-12-12,18231716,381646434181
2010-01-12-13,18393442,386040923968
2010-01-12-14,18471719,382824620246
2010-01-12-15,18229145,375923049785
2010-01-12-16,18428335,366464308519
2010-01-12-17,18067110,346661830588
2010-01-12-18,18080953,336331277165
2010-01-12-19,18069186,334223778924
2010-01-12-20,18287002,336987416494
2010-01-12-21,18715338,342379532111
2010-01-12-22,19248807,351174597077
2010-01-12-23,19734684,362099378258
2010-01-13-00,18852421,357602145135
2010-01-13-01,18234068,353993088090
2010-01-13-02,17308278,337008934837
2010-01-13-03,17194470,338102792050
2010-01-13-04,17038536,345009463474
2010-01-13-05,15797009,317068976147
2010-01-13-06,14657217,304056268031
2010-01-13-07,14285282,304754555889
2010-01-13-08,15137148,329108543071
2010-01-13-09,16100057,345686689985
2010-01-13-10,16466070,355125746566
2010-01-13-11,16465422,347464739641
2010-01-13-12,17333845,353353098834
2010-01-13-13,17194297,353801510255
2010-01-13-14,17092620,349085815826
2010-01-13-15,17071981,345245950190
2010-01-13-16,18003179,351382766393
2010-01-13-17,17933836,339897109333
2010-01-13-18,17975001,336020729017
2010-01-13-19,17883271,330584786083
2010-01-13-20,18068550,333065903157
2010-01-13-21,18485647,334564739052
2010-01-13-22,18871381,338037196093
2010-01-13-23,19214835,352401716623
2010-01-14-00,18437844,349653533077
2010-01-14-01,18318498,345238747777
2010-01-14-02,17404131,329211411759
2010-01-14-03,17057038,328213634419
2010-01-14-04,16702455,331908734944
2010-01-14-05,15241223,299301721277
2010-01-14-06,14313726,285860999254
2010-01-14-07,14132494,285343221177
2010-01-14-08,15029471,308490313001
2010-01-14-09,16108083,329946401023
2010-01-14-10,16937212,353985562799
2010-01-14-11,17123681,354235659389
2010-01-14-12,17123661,354169415582
2010-01-14-13,16697839,349571001245
2010-01-14-14,17088177,355726743729
2010-01-14-15,17715583,367405644683
2010-01-14-16,19461841,381067481685
2010-01-14-17,19421366,370815863357
2010-01-14-18,18503726,345294482462
2010-01-14-19,18282056,338377196652
2010-01-14-20,18586938,342556375478
2010-01-14-21,18948436,342765193498
2010-01-14-22,19432963,351527892469
